2025-12-01 10:28:34,297 - INFO - 
   mean radius  mean texture  mean perimeter  mean area  ...  worst concavity  worst concave points  worst symmetry  worst fractal dimension
0        17.99         10.38          122.80     1001.0  ...           0.7119                0.2654          0.4601                  0.11890
1        20.57         17.77          132.90     1326.0  ...           0.2416                0.1860          0.2750                  0.08902
2        19.69         21.25          130.00     1203.0  ...           0.4504                0.2430          0.3613                  0.08758
3        11.42         20.38           77.58      386.1  ...           0.6869                0.2575          0.6638                  0.17300
4        20.29         14.34          135.10     1297.0  ...           0.4000                0.1625          0.2364                  0.07678

[5 rows x 30 columns]
2025-12-01 10:28:34,316 - INFO - 
       mean radius  mean texture  mean perimeter  ...  worst concave points  worst symmetry  worst fractal dimension
count   569.000000    569.000000      569.000000  ...            569.000000      569.000000               569.000000
mean     14.127292     19.289649       91.969033  ...              0.114606        0.290076                 0.083946
std       3.524049      4.301036       24.298981  ...              0.065732        0.061867                 0.018061
min       6.981000      9.710000       43.790000  ...              0.000000        0.156500                 0.055040
25%      11.700000     16.170000       75.170000  ...              0.064930        0.250400                 0.071460
50%      13.370000     18.840000       86.240000  ...              0.099930        0.282200                 0.080040
75%      15.780000     21.800000      104.100000  ...              0.161400        0.317900                 0.092080
max      28.110000     39.280000      188.500000  ...              0.291000        0.663800                 0.207500

[8 rows x 30 columns]
2025-12-01 10:28:34,316 - INFO - Статистика меток:
2025-12-01 10:28:34,316 - INFO - Уникальные значения: [0 1]
2025-12-01 10:28:34,317 - INFO - Распределение по классам:
1    357
0    212
Name: count, dtype: int64
2025-12-01 10:28:34,336 - INFO - 
       mean radius  mean texture  mean perimeter  ...  worst concave points  worst symmetry  worst fractal dimension
count   569.000000    569.000000      569.000000  ...            569.000000      569.000000               569.000000
mean      0.338222      0.323965        0.332935  ...              0.393836        0.263307                 0.189596
std       0.166787      0.145453        0.167915  ...              0.225884        0.121954                 0.118466
min       0.000000      0.000000        0.000000  ...              0.000000        0.000000                 0.000000
25%       0.223342      0.218465        0.216847  ...              0.223127        0.185098                 0.107700
50%       0.302381      0.308759        0.293345  ...              0.343402        0.247782                 0.163977
75%       0.416442      0.408860        0.416765  ...              0.554639        0.318155                 0.242949
max       1.000000      1.000000        1.000000  ...              1.000000        1.000000                 1.000000

[8 rows x 30 columns]
2025-12-01 10:28:34,336 - INFO - Запустили пайплайн с ядром gaussian!
2025-12-01 10:28:36,681 - INFO - Минимальный эмпирический риск = 0.0211 достигается при k = 20
2025-12-01 11:28:34,794 - INFO - размер множества omega: 307, время итерации: 7.887187995998829
2025-12-01 11:28:42,692 - INFO - размер множества omega: 306, время итерации: 7.898497442001826
2025-12-01 11:28:50,562 - INFO - размер множества omega: 305, время итерации: 7.869747930999438
2025-12-01 11:28:58,430 - INFO - размер множества omega: 304, время итерации: 7.86714759899769
2025-12-01 11:29:06,206 - INFO - размер множества omega: 303, время итерации: 7.77639946200361
2025-12-01 11:29:13,993 - INFO - размер множества omega: 302, время итерации: 7.786825807997957
2025-12-01 11:29:21,711 - INFO - размер множества omega: 301, время итерации: 7.718067911999242
2025-12-01 11:29:29,453 - INFO - размер множества omega: 300, время итерации: 7.741435046002152
2025-12-01 11:29:37,053 - INFO - размер множества omega: 299, время итерации: 7.600560006998421
2025-12-01 11:29:44,789 - INFO - размер множества omega: 298, время итерации: 7.73608831599995
2025-12-01 11:29:52,316 - INFO - размер множества omega: 297, время итерации: 7.526355292997323
2025-12-01 11:29:59,894 - INFO - размер множества omega: 296, время итерации: 7.5784025590037345
2025-12-01 11:30:07,414 - INFO - размер множества omega: 295, время итерации: 7.520130000004428
2025-12-01 11:30:14,939 - INFO - размер множества omega: 294, время итерации: 7.524269188004837
2025-12-01 11:30:22,352 - INFO - размер множества omega: 293, время итерации: 7.413574108999455
2025-12-01 11:30:29,767 - INFO - размер множества omega: 292, время итерации: 7.414221229999384
2025-12-01 11:30:37,084 - INFO - размер множества omega: 291, время итерации: 7.31682075199933
2025-12-01 11:30:44,510 - INFO - размер множества omega: 290, время итерации: 7.426407316001132
2025-12-01 11:30:51,750 - INFO - размер множества omega: 289, время итерации: 7.239639327999612
2025-12-01 11:30:59,035 - INFO - размер множества omega: 288, время итерации: 7.2850469469995005
2025-12-01 11:31:06,203 - INFO - размер множества omega: 287, время итерации: 7.168379049995565
2025-12-01 11:31:13,363 - INFO - размер множества omega: 286, время итерации: 7.159611033996043
2025-12-01 11:31:20,457 - INFO - размер множества omega: 285, время итерации: 7.093383111001458
2025-12-01 11:31:27,485 - INFO - размер множества omega: 284, время итерации: 7.028675970002951
2025-12-01 11:31:34,543 - INFO - размер множества omega: 283, время итерации: 7.057727737999812
2025-12-01 11:31:41,480 - INFO - размер множества omega: 282, время итерации: 6.936804208002286
2025-12-01 11:31:48,413 - INFO - размер множества omega: 281, время итерации: 6.932604422996519
2025-12-01 11:31:55,289 - INFO - размер множества omega: 280, время итерации: 6.87601284700213
2025-12-01 11:32:02,184 - INFO - размер множества omega: 279, время итерации: 6.894643384999654
2025-12-01 11:32:08,999 - INFO - размер множества omega: 278, время итерации: 6.815264176002529
2025-12-01 11:32:15,806 - INFO - размер множества omega: 277, время итерации: 6.807099116995232
2025-12-01 11:32:22,631 - INFO - размер множества omega: 276, время итерации: 6.8251370069992845
2025-12-01 11:32:29,337 - INFO - размер множества omega: 275, время итерации: 6.706072963002953
2025-12-01 11:32:36,106 - INFO - размер множества omega: 274, время итерации: 6.768235707000713
2025-12-01 11:32:42,764 - INFO - размер множества omega: 273, время итерации: 6.658489501998702
2025-12-01 11:32:49,402 - INFO - размер множества omega: 272, время итерации: 6.6374913480030955
2025-12-01 11:32:55,998 - INFO - размер множества omega: 271, время итерации: 6.59604382100224
2025-12-01 11:33:02,533 - INFO - размер множества omega: 270, время итерации: 6.534653647999221
2025-12-01 11:33:09,020 - INFO - размер множества omega: 269, время итерации: 6.487188737002725
2025-12-01 11:33:15,477 - INFO - размер множества omega: 268, время итерации: 6.457359598003677
2025-12-01 11:33:21,894 - INFO - размер множества omega: 267, время итерации: 6.416647531004855
2025-12-01 11:33:28,294 - INFO - размер множества omega: 266, время итерации: 6.3993129700029385
2025-12-01 11:33:34,614 - INFO - размер множества omega: 265, время итерации: 6.320496038002602
2025-12-01 11:33:40,954 - INFO - размер множества omega: 264, время итерации: 6.339883212996938
2025-12-01 11:33:47,175 - INFO - размер множества omega: 263, время итерации: 6.2206680349991075
2025-12-01 11:33:53,429 - INFO - размер множества omega: 262, время итерации: 6.254372332994535
2025-12-01 11:33:59,635 - INFO - размер множества omega: 261, время итерации: 6.205942715001584
2025-12-01 11:34:05,793 - INFO - размер множества omega: 260, время итерации: 6.157786888994451
2025-12-01 11:34:12,032 - INFO - размер множества omega: 259, время итерации: 6.238611299995682
2025-12-01 11:34:18,111 - INFO - размер множества omega: 258, время итерации: 6.079372530002729
2025-12-01 11:34:24,256 - INFO - размер множества omega: 257, время итерации: 6.144200709997676
2025-12-01 11:34:30,312 - INFO - размер множества omega: 256, время итерации: 6.056551867994131
2025-12-01 11:34:36,300 - INFO - размер множества omega: 255, время итерации: 5.988124498006073
2025-12-01 11:34:42,343 - INFO - размер множества omega: 254, время итерации: 6.042860943998676
2025-12-01 11:34:48,258 - INFO - размер множества omega: 253, время итерации: 5.914692823993391
2025-12-01 11:34:54,150 - INFO - размер множества omega: 252, время итерации: 5.891541340999538
2025-12-01 11:35:00,071 - INFO - размер множества omega: 251, время итерации: 5.921166202999302
2025-12-01 11:35:05,931 - INFO - размер множества omega: 250, время итерации: 5.860006766000879
2025-12-01 11:35:11,798 - INFO - размер множества omega: 249, время итерации: 5.866321123998205
2025-12-01 11:35:17,606 - INFO - размер множества omega: 248, время итерации: 5.808193835000566
2025-12-01 11:35:23,377 - INFO - размер множества omega: 247, время итерации: 5.771253830003843
2025-12-01 11:35:29,130 - INFO - размер множества omega: 246, время итерации: 5.7523464010009775
2025-12-01 11:35:34,754 - INFO - размер множества omega: 245, время итерации: 5.62468459700176
2025-12-01 11:35:40,376 - INFO - размер множества omega: 244, время итерации: 5.622000248993572
2025-12-01 11:35:45,996 - INFO - размер множества omega: 243, время итерации: 5.619042032994912
2025-12-01 11:35:51,557 - INFO - размер множества omega: 242, время итерации: 5.5615206330039655
2025-12-01 11:35:57,218 - INFO - размер множества omega: 241, время итерации: 5.660586427002272
2025-12-01 11:36:02,691 - INFO - размер множества omega: 240, время итерации: 5.472754320995591
2025-12-01 11:36:08,170 - INFO - размер множества omega: 239, время итерации: 5.47935653100285
2025-12-01 11:36:13,625 - INFO - размер множества omega: 238, время итерации: 5.45449396600452
2025-12-01 11:36:19,001 - INFO - размер множества omega: 237, время итерации: 5.375960922996455
2025-12-01 11:36:24,365 - INFO - размер множества omega: 236, время итерации: 5.363810597002157
2025-12-01 11:36:29,744 - INFO - размер множества omega: 235, время итерации: 5.379585365000821
2025-12-01 11:36:35,098 - INFO - размер множества omega: 234, время итерации: 5.354163771000458
2025-12-01 11:36:40,328 - INFO - размер множества omega: 233, время итерации: 5.228981031999865
2025-12-01 11:36:45,559 - INFO - размер множества omega: 232, время итерации: 5.231793735998508
2025-12-01 11:36:50,811 - INFO - размер множества omega: 231, время итерации: 5.250912584000616
2025-12-01 11:36:55,991 - INFO - размер множества omega: 230, время итерации: 5.180195096007083
2025-12-01 11:37:01,142 - INFO - размер множества omega: 229, время итерации: 5.150320216998807
2025-12-01 11:37:06,239 - INFO - размер множества omega: 228, время итерации: 5.096923652999976
2025-12-01 11:37:11,252 - INFO - размер множества omega: 227, время итерации: 5.013422873998934
2025-12-01 11:37:16,352 - INFO - размер множества omega: 226, время итерации: 5.099514355999418
2025-12-01 11:37:21,448 - INFO - размер множества omega: 225, время итерации: 5.095995753996249
2025-12-01 11:37:26,544 - INFO - размер множества omega: 224, время итерации: 5.09640009499708
2025-12-01 11:37:31,537 - INFO - размер множества omega: 223, время итерации: 4.993076723003469
2025-12-01 11:37:36,465 - INFO - размер множества omega: 222, время итерации: 4.927925096999388
2025-12-01 11:37:41,391 - INFO - размер множества omega: 221, время итерации: 4.92555110900139
2025-12-01 11:37:46,369 - INFO - размер множества omega: 220, время итерации: 4.978188763001526
2025-12-01 11:37:51,297 - INFO - размер множества omega: 219, время итерации: 4.92771746100334
2025-12-01 11:37:56,134 - INFO - размер множества omega: 218, время итерации: 4.8369725339944125
2025-12-01 11:38:00,933 - INFO - размер множества omega: 217, время итерации: 4.798954701000184
2025-12-01 11:38:05,752 - INFO - размер множества omega: 216, время итерации: 4.818902847000572
2025-12-01 11:38:10,523 - INFO - размер множества omega: 215, время итерации: 4.771076741999423
2025-12-01 11:38:15,261 - INFO - размер множества omega: 214, время итерации: 4.7375790090009104
2025-12-01 11:38:20,002 - INFO - размер множества omega: 213, время итерации: 4.741367499998887
2025-12-01 11:38:24,692 - INFO - размер множества omega: 212, время итерации: 4.689107619000424
2025-12-01 11:38:29,324 - INFO - размер множества omega: 211, время итерации: 4.632401575996482
2025-12-01 11:38:33,959 - INFO - размер множества omega: 210, время итерации: 4.634783984001842
2025-12-01 11:38:38,475 - INFO - размер множества omega: 209, время итерации: 4.515946485000313
2025-12-01 11:38:43,106 - INFO - размер множества omega: 208, время итерации: 4.630745713999204
